rmcase,type,adult,month,whtdy,wchma,nmcrb
1112,2,1,3,32,4,5
1113,2,1,2,32,7,4
1113,2,1,2,32,7,4
1113,2,1,2,32,7,4
1113,2,1,2,32,7,4
1114,2,1,2,32,15,4
1115,2,1,3,32,4,5
1116,2,1,2,32,10,4
1117,2,1,2,32,13,2
1117,2,1,3,32,13,3
1118,2,1,2,32,15,3
1119,2,1,2,32,6,2
1119,2,1,3,32,7,2
1120,2,1,3,32,4,5
1120,2,1,3,32,4,5
1120,2,1,3,32,4,5
1120,2,1,4,32,4,5
1121,2,1,2,32,4,3
1121,2,1,3,32,4,3
1121,2,1,3,32,4,3
1121,2,1,3,32,4,3
1121,2,1,3,32,4,5
1121,2,1,4,1,4,5
1122,2,1,3,32,4,5
1123,2,1,2,32,6,2
1123,2,1,3,32,4,4
1124,2,1,3,32,7,3
1124,2,1,3,32,7,3
1125,2,1,4,32,8,2
1125,2,1,4,32,8,3
1126,2,1,2,32,5,2
1127,2,1,6,32,5,3
1128,2,1,6,32,4,5
1129,2,1,2,32,15,6
1130,2,1,3,32,6,10
1131,2,1,3,32,6,4
1131,2,1,4,32,6,5
1132,2,1,2,32,4,5
1133,2,1,3,32,4,1
1134,2,1,2,32,4,2
1134,2,1,3,32,4,5
1134,2,1,3,32,4,5
1134,2,1,3,32,4,5
1135,2,1,3,32,8,1
1135,2,1,3,32,8,2
1136,2,1,2,31,5,2
1137,2,1,2,21,4,5
1137,2,1,2,22,4,5
1137,2,1,3,31,4,4
1138,2,1,2,31,10,5
1138,2,1,3,11,10,3
1138,2,1,3,12,10,3
1138,2,1,3,13,10,2
1139,2,1,2,31,4,4
1139,2,1,4,14,4,4
1140,2,1,2,31,9,2
1141,2,1,2,31,9,4
1142,2,1,2,30,4,5
1143,2,1,2,30,10,3
1144,2,1,2,7,6,5
1144,2,1,2,30,6,4
1145,2,1,2,31,4,5
1145,2,1,3,1,4,4
1145,2,1,3,30,4,3
1146,2,1,2,30,11,1
1147,2,1,2,30,6,2
1148,2,1,3,30,8,2
1149,2,1,2,6,7,5
1149,2,1,2,27,7,5
1149,2,1,2,28,7,5
1149,2,1,2,29,7,5
1150,2,1,2,29,6,3
1151,2,1,2,29,7,4
1152,2,1,2,29,8,2
1153,2,1,2,29,6,1
1154,2,1,2,29,6,4
1155,2,1,2,2,4,5
1155,2,1,2,22,4,5
1155,2,1,2,29,4,2
1156,2,1,2,29,4,2
1156,2,1,2,30,4,3
1157,2,1,2,7,3,1
1157,2,1,2,29,3,2
1158,2,1,2,29,5,5
1158,2,1,2,30,5,5
1159,2,1,2,29,6,5
1160,2,1,2,29,4,5
1161,2,1,2,15,4,2
1161,2,1,2,28,4,2
1162,2,1,2,10,8,3
1162,2,1,3,28,8,5
1163,2,1,2,28,4,4
1163,2,1,2,29,4,3
1164,2,1,2,32,4,5
1164,2,1,2,32,4,5
1164,2,1,3,28,4,5
1164,2,1,3,32,4,5
1165,2,1,2,7,5,5
1165,2,1,2,15,5,5
1165,2,1,2,22,5,5
1165,2,1,2,27,5,5
1165,2,1,2,28,5,5
1166,2,1,3,21,6,5
1166,2,1,3,24,6,5
1166,2,1,3,28,8,3
1167,2,1,2,28,4,2
1168,2,1,3,28,6,4
1169,2,1,3,27,4,5
1169,2,1,3,28,4,5
1169,2,1,3,31,4,5
1170,2,1,2,27,4,5
1170,2,1,2,28,4,5
1170,2,1,2,29,4,5
1170,2,1,2,30,4,5
1170,2,1,2,31,4,5
1171,2,1,2,27,5,5
1171,2,1,2,28,5,5
1172,2,1,3,27,4,5
1173,2,1,3,18,3,5
1173,2,1,3,19,3,5
1173,2,1,3,27,3,3
1174,2,1,2,27,3,5
1174,2,1,2,28,3,5
1174,2,1,2,29,3,5
1175,2,1,3,7,8,5
1175,2,1,3,20,8,2
1175,2,1,3,27,8,4
1176,2,1,2,2,9,3
1176,2,1,2,3,9,5
1176,2,1,2,9,9,5
1176,2,1,2,23,9,5
1176,2,1,2,27,9,5
1176,2,1,3,27,9,5
1177,2,1,2,27,6,3
1177,2,1,2,28,6,2
1177,2,1,2,29,6,4
1178,2,1,2,14,6,3
1178,2,1,2,27,6,3
1178,2,1,2,28,6,4
1178,2,1,3,11,6,2
1178,2,1,3,26,6,3
1179,2,1,3,26,4,4
1179,2,1,4,2,4,3
1180,2,1,2,26,4,5
1180,2,1,2,27,4,5
1181,2,1,2,10,9,2
1181,2,1,2,18,8,1
1181,2,1,3,20,8,1
1181,2,1,3,26,8,2
1182,2,1,3,25,5,4
1182,2,1,3,26,5,4
1183,2,1,3,25,7,5
1183,2,1,3,26,7,5
1184,2,1,3,25,4,2
1184,2,1,3,27,4,2
1185,2,1,2,10,7,1
1185,2,1,2,21,7,2
1185,2,1,3,25,7,5
1186,2,1,3,25,4,10
1187,2,1,3,24,4,5
1187,2,1,3,25,4,4
1188,2,1,2,13,4,1
1188,2,1,2,23,4,2
1188,2,1,2,24,4,3
1189,2,1,3,24,4,3
1189,2,1,3,26,4,4
1189,2,1,4,2,4,5
1189,2,1,4,4,4,5
1190,2,1,3,24,7,2
1191,2,1,3,20,5,5
1191,2,1,3,21,5,5
1191,2,1,3,24,5,5
1192,2,1,3,20,5,5
1192,2,1,3,21,5,5
1192,2,1,3,24,5,5
1193,2,1,2,22,4,1
1193,2,1,2,23,4,2
1193,2,1,3,15,4,3
1193,2,1,3,24,4,5
1194,2,1,2,23,9,5
1195,2,1,2,16,5,5
1195,2,1,2,23,5,5
1195,2,1,3,6,5,5
1195,2,1,3,14,6,5
1195,2,1,3,20,5,5
1195,2,1,4,23,5,5
1195,2,1,6,32,15,4
1196,2,1,2,23,4,5
1196,2,1,3,4,4,5
1196,2,1,3,30,4,5
1197,2,1,2,23,4,5
1198,2,1,2,23,8,5
1198,2,1,3,6,8,5
1199,2,1,2,23,5,4
1200,2,1,2,4,5,4
1200,2,1,3,3,5,3
1200,2,1,4,23,5,1
1201,2,1,2,7,6,5
1201,2,1,2,8,6,5
1201,2,1,2,14,6,5
1201,2,1,2,25,6,5
1201,2,1,3,15,6,5
1201,2,1,3,22,6,5
1202,2,1,6,22,13,5
1203,2,1,2,22,4,5
1204,2,1,2,22,4,3
1204,2,1,3,4,4,2
1204,2,1,3,12,4,2
1204,2,1,3,13,4,2
1204,2,1,3,25,4,3
1204,2,1,3,26,4,2
1204,2,1,3,27,4,2
1205,2,1,3,22,4,3
1205,2,1,3,24,4,4
1206,2,1,2,22,4,2
1207,2,1,2,22,4,5
1208,2,1,2,21.2223,5,5
1208,2,1,3,12,5,5
1209,2,1,3,21,11,1
1209,2,1,3,28,11,2
1210,2,1,2,21,4,5
1211,2,1,2,21,4,1
1211,2,1,2,22,4,2
1212,2,1,2,21,6,5
1212,2,1,3,4,6,5
1213,2,1,2,21,3,4
1213,2,1,3,11,3,3
1214,2,1,2,21,11,5
1215,2,1,2,21,4,5
1216,2,1,2,21,4,3
1216,2,1,2,22,4,2
1216,2,1,2,24,4,3
1216,2,1,2,25,4,3
1217,2,1,2,21,4,5
1217,2,1,2,22,4,5
1217,2,1,3,5,4,5
1217,2,1,3,6,4,5
1217,2,1,3,8,4,5
1218,2,1,3,21,6,5
1218,2,1,4,8,6,3
1219,2,1,2,20,7,4
1219,2,1,2,21,7,3
1219,2,1,2,22,7,2
1220,2,1,2,20,10,1
1221,2,1,3,19,4,1
1221,2,1,3,20,4,3
1222,2,1,3,20,4,5
1223,2,1,3,20,10,1
1224,2,1,2,9,7,5
1224,2,1,2,16,7,5
1224,2,1,2,30,7,5
1224,2,1,3,6,7,5
1224,2,1,3,20,7,5
1225,2,1,3,20,4,5
1225,2,1,3,21,4,5
1226,2,1,2,28,4,3
1226,2,1,2,29,4,1
1226,2,1,3,19,6,5
1226,2,1,3,20,6,4
1227,2,1,2,20,4,5
1228,2,1,2,2,9,2
1228,2,1,3,6,9,1
1228,2,1,3,20,9,2
1229,2,1,3,20,4,5
1230,2,1,3,20,4,5
1231,2,1,2,20,4,5
1232,2,1,3,20,4,2
1233,2,1,3,16,3,5
1233,2,1,3,17,3,5
1233,2,1,3,18,3,5
1233,2,1,3,19,3,5
1233,2,1,3,20,3,5
1234,2,1,3,20,4,5
1235,2,1,4,20,5,3
1236,2,1,3,20,4,5
1237,2,1,3,19,5,5
1238,2,1,3,19,6,2
1239,2,1,3,19,4,18
1239,2,1,3,26,4,23
1239,2,1,4,9,4,5
1239,2,1,4,16,4,12
1240,2,1,3,19,4,5
1241,2,1,2,19,4,3
1241,2,1,2,21,4,4
1241,2,1,2,22,4,3
1242,2,1,3,19,9,1
1243,2,1,3,19,4,4
1244,2,1,3,3,9,2
1244,2,1,3,19,9,2
1245,2,1,2,22,4,4
1245,2,1,3,6,4,2
1245,2,1,3,19,4,3
1246,2,1,3,19,7,5
1246,2,1,4,2,7,5
1247,2,1,3,19,4,5
1247,2,1,3,20,4,5
1248,2,1,2,5,4,5
1248,2,1,2,19,4,4
1249,2,1,2,19,10,15
1250,2,1,2,6,4,5
1250,2,1,2,21,4,5
1250,2,1,3,18,4,5
1251,2,1,3,18,15,4
1252,2,1,2,18,5,2
1252,2,1,3,10,5,3
1253,2,1,3,18,10,2
1254,2,1,2,18,4,4
1255,2,1,3,18,4,5
1255,2,1,3,19,4,5
1256,2,1,2,2,5,4
1256,2,1,3,18,5,3
1257,2,1,2,2,7,3
1257,2,1,2,17,7,3
1258,2,1,2,2,5,2
1258,2,1,2,3,5,5
1258,2,1,2,7,5,5
1258,2,1,2,10,5,5
1258,2,1,2,15,5,5
1258,2,1,2,16,5,5
1258,2,1,2,17,5,3
1259,2,1,2,17,7,5
1260,2,1,2,9,8,1
1260,2,1,2,10,8,2
1260,2,1,2,14,7,2
1260,2,1,2,15,7,3
1260,2,1,2,16,8,2
1260,2,1,2,17,8,4
1261,2,1,2,17,8,2
1262,2,1,2,15,10,1
1262,2,1,2,16,10,1
1263,2,1,2,16,8,5
1264,2,1,2,16,8,2
1265,2,1,3,16,3,4
1265,2,1,3,17,3,4
1265,2,1,3,18,3,4
1265,2,1,3,19,3,1
1266,2,1,2,15,4,2
1266,2,1,2,16,4,5
1267,2,1,2,16,4,5
1268,2,1,2,16,4,5
1268,2,1,3,5,4,5
1268,2,1,3,19,4,5
1269,2,1,3,16,5,4
1270,2,1,2,15,7,3
1270,2,1,2,16,8,4
1271,2,1,2,16,8,3
1271,2,1,3,13,8,1
1272,2,1,2,16,9,1
1273,2,1,2,16,4,5
1274,2,1,2,2,9,2
1274,2,1,2,16,9,2
1275,2,1,2,16,15,3
1276,2,1,2,16,4,2
1277,2,1,2,16,4,5
1277,2,1,3,32,4,4
1278,2,1,2,16,4,10
1279,2,1,2,15,4,5
1279,2,1,2,16,4,5
1280,2,1,3,16,4,4
1280,2,1,3,32,4,2
1281,2,1,2,16,8,5
1281,2,1,2,17,8,5
1281,2,1,2,23,8,5
1281,2,1,2,24,8,5
1281,2,1,2,30,8,5
1281,2,1,2,31,8,5
1282,2,1,2,16,4,3
1282,2,1,4,2,4,5
1283,2,1,3,16,15,2
1283,2,1,3,17,15,2
1284,2,1,2,15,10,2
1284,2,1,2,16,10,2
1285,2,1,2,15,4,2
1285,2,1,2,18,4,3
1285,2,1,2,19,4,3
1285,2,1,2,20,4,2
1285,2,1,2,21,4,1
1286,2,1,3,15,12,2
1287,2,1,2,15,6,3
1288,2,1,2,15,4,4
1288,2,1,2,16,4,5
1288,2,1,3,32,4,4
1288,2,1,3,32,4,5
1289,2,1,2,15,6,4
1289,2,1,2,22,6,3
1289,2,1,3,11,6,2
1289,2,1,4,1,6,2
1290,2,1,2,7,6,2
1290,2,1,2,10,6,4
1290,2,1,3,15,6,4
1291,2,1,3,15,11,8
1292,2,1,2,10,5,4
1292,2,1,2,14,5,5
1292,2,1,2,15,5,4
1293,2,1,2,15,4,5
1293,2,1,2,16,4,5
1293,2,1,2,17,4,5
1294,2,1,2,15,4,5
1294,2,1,2,29,4,4
1294,2,1,3,12,4,5
1295,2,1,2,15,6,3
1296,2,1,2,15,4,5
1297,2,1,2,15,4,2
1298,2,1,2,15,4,5
1298,2,1,2,16,4,5
1299,2,1,2,15,7,5
1300,2,1,2,15,4,4
1300,2,1,3,12,4,4
1300,2,1,3,26,4,4
1301,2,1,3,15,10,2
1302,2,1,2,15,10,3
1302,2,1,3,12,10,2
1302,2,1,3,13,10,4
1303,2,1,2,15,4,4
1303,2,1,2,16,4,3
1303,2,1,2,17,4,4
1303,2,1,2,20,4,4
1303,2,1,2,21,4,5
1304,2,1,2,15,9,4
1305,2,1,2,15,7,10
1306,2,1,2,15,4,5
1306,2,1,2,16,4,5
1306,2,1,2,16,4,5
1306,2,1,2,21,4,5
1307,2,1,2,15,4,5
1308,2,1,2,15,8,5
1308,2,1,3,5,8,3
1309,2,1,2,15,5,4
1310,2,1,3,15,4,8
1310,2,1,3,28,4,6
1311,2,1,2,15,6,5
1312,2,1,2,15,4,5
1313,2,1,2,15,4,4
1313,2,1,3,26,4,4
1313,2,1,4,2,4,4
1314,2,1,2,14,4,4
1314,2,1,3,15,4,4
1315,2,1,2,15,4,10
1316,2,1,2,15,4,5
1316,2,1,4,8,4,3
1317,2,1,3,15,4,5
1317,2,1,3,16,3,4
1317,2,1,3,18,3,7
1318,2,1,2,15,4,10
1319,2,1,2,15,4,5
1319,2,1,3,4,4,5
1320,2,1,2,14,7,5
1321,2,1,2,14,4,5
1321,2,1,2,28,4,4
1322,2,1,3,14,4,2
1323,2,1,2,12,3,3
1323,2,1,3,7,3,2
1323,2,1,4,14,3,2
1324,2,1,2,14,5,5
1324,2,1,2,15,5,5
1324,2,1,2,16,5,5
1324,2,1,2,23,5,3
1325,2,1,2,14,8,1
1326,2,1,3,14,4,2
1327,2,1,2,5,6,5
1327,2,1,2,14,6,5
1327,2,1,2,16,6,5
1327,2,1,2,17,6,5
1327,2,1,2,21,6,5
1328,2,1,2,14,10,11
1329,2,1,2,13,5,2
1330,2,1,2,13,7,2
1331,2,1,3,13,4,1
1332,2,1,3,13,9,1
1333,2,1,2,13,4,5
1333,2,1,3,8,4,2
1333,2,1,4,9,4,4
1334,2,1,2,13,3,1
1334,2,1,2,14,3,5
1334,2,1,2,15,3,2
1335,2,1,3,13,9,3
1335,2,1,3,20,9,2
1336,2,1,2,12,2,5
1337,2,1,2,12,4,4
1337,2,1,3,3,4,6
1338,2,1,2,12,3,5
1338,2,1,2,13,3,5
1338,2,1,2,14,3,5
1339,2,1,3,12,4,4
1340,2,1,2,12,7,5
1341,2,1,3,12,4,4
1342,2,1,2,12,5,3
1342,2,1,3,13,5,2
1343,2,1,3,12,6,2
1344,2,1,2,16,4,5
1344,2,1,2,22,4,4
1344,2,1,3,12,4,4
1345,2,1,3,12,6,3
1346,2,1,3,11,4,3
1346,2,1,3,12,4,3
1347,2,1,3,12,4,2
1348,2,1,3,12,6,3
1349,2,1,2,12,6,2
1350,2,1,3,12,4,4
1351,2,1,2,9,6,5
1351,2,1,3,11,6,5
1351,2,1,3,12,6,5
1352,2,1,3,7,4,4
1352,2,1,3,11,4,4
1353,2,1,3,11,3,5
1354,2,1,3,11,4,2
1355,2,1,3,11,3,5
1355,2,1,3,12,3,3
1356,2,1,2,11,12,3
1357,2,1,2,8,5,1
1357,2,1,3,11,3,5
1358,2,1,3,10,4,5
1358,2,1,3,11.13,4,15
1359,2,1,2,10,8,3
1360,2,1,2,8,7,3
1360,2,1,2,10,7,4
1361,2,1,2,10,7,5
1361,2,1,2,14,7,3
1362,2,1,2,10,8,1
1363,2,1,3,10,4,3
1364,2,1,2,9,8,2
1364,2,1,2,10,8,3
1365,2,1,2,2,4,1
1365,2,1,3,10,5,5
1366,2,1,2,10,8,2
1367,2,1,3,10,6,2
1368,2,1,2,10,5,2
1369,2,1,3,9,4,2
1369,2,1,3,10,4,1
1370,2,1,2,9,9,5
1370,2,1,2,10,9,4
1370,2,1,2,16,9,5
1370,2,1,2,24,9,5
1370,2,1,3,28,9,2
1370,2,1,4,24,9,2
1371,2,1,2,7,6,5
1371,2,1,2,8,6,2
1371,2,1,2,9,6,5
1372,2,1,3,9,4,1
1373,2,1,2,8,6,4
1373,2,1,2,9,6,2
1374,2,1,2,9,5,2
1375,2,1,2,7,4,4
1375,2,1,2,8,4,2
1375,2,1,2,9,4,1
1375,2,1,2,9,4,3
1376,2,1,2,8,3,1
1376,2,1,2,9,3,2
1377,2,1,2,8,3,5
1378,2,1,2,8,6,5
1379,2,1,2,8,6,4
1379,2,1,2,9,6,4
1380,2,1,2,8,6,2
1380,2,1,3,7,6,3
1381,2,1,2,8,6,3
1381,2,1,3,19,6,2
1382,2,1,2,8,6,5
1382,2,1,2,9,6,5
1382,2,1,2,22,6,5
1382,2,1,3,5,6,5
1382,2,1,3,6,6,5
1383,2,1,2,8,8,10
1383,2,1,3,6,8,2
1384,2,1,2,1,4,8
1384,2,1,2,8,4,8
1384,2,1,2,15,4,5
1384,2,1,2,22,4,8
1384,2,1,2,29,4,5
1384,2,1,2,29,4,5
1385,2,1,3,8,4,3
1386,2,1,3,24,5,3
1386,2,1,3,25,5,4
1386,2,1,4,1,5,5
1386,2,1,4,2,5,2
1386,2,1,4,7,5,5
1386,2,1,4,8,5,5
1387,2,1,2,8,6,2
1388,2,1,2,8,7,2
1389,2,1,2,8,6,5
1389,2,1,2,9,5,5
1390,2,1,2,7,5,3
1390,2,1,3,32,5,2
1391,2,1,2,7,3,10
1392,2,1,2,7,3,5
1393,2,1,2,7,6,5
1394,2,1,2,7,10,2
1394,2,1,2,8,10,1
1394,2,1,3,7,10,1
1394,2,1,3,12,10,1
1395,2,1,2,1,3,3
1395,2,1,2,7,3,1
1396,2,1,2,7,5,4
1397,2,1,2,7,8,5
1398,2,1,2,22,4,5
1398,2,1,3,15,4,5
1398,2,1,3,22,4,5
1398,2,1,4,7,4,3
1399,2,1,2,7,6,5
1399,2,1,2,8,6,5
1400,2,1,3,7,4,5
1400,2,1,3,11,4,5
1401,2,1,2,7,4,5
1401,2,1,3,4,3,5
1401,2,1,4,4,3,5
1402,2,1,2,7,6,5
1403,2,1,2,7,3,4
1404,2,1,4,3,6,5
1404,2,1,4,4,5,4
1404,2,1,4,7,5,5
1405,2,1,2,7,10,1
1406,2,1,2,7,5,3
1407,2,1,2,7,6,4
1407,2,1,2,8,6,5
1407,2,1,3,18,10,5
1407,2,1,3,19,10,5
1408,2,1,2,6,5,4
1408,2,1,2,7,5,5
1408,2,1,2,7,5,5
1409,2,1,2,6,6,5
1409,2,1,3,5,5,5
1410,2,1,2,6,6,4
1410,2,1,2,7,6,3
1410,2,1,2,8,6,2
1410,2,1,2,9,6,3
1410,2,1,3,4,6,3
1410,2,1,3,5,6,3
1410,2,1,3,6,6,2
1411,2,1,2,6,6,5
1411,2,1,2,7,6,5
1411,2,1,2,8,6,5
1411,2,1,2,8,6,5
1411,2,1,2,29,6,5
1411,2,1,3,12,6,5
1411,2,1,3,26,6,5
1412,2,1,3,6,4,4
1412,2,1,3,9,4,2
1412,2,1,3,10,4,4
1412,2,1,3,11,4,3
1412,2,1,3,12,4,2
1413,2,1,2,6,5,3
1414,2,1,3,5,4,4
1415,2,1,2,5,5,5
1416,2,1,4,5,13,4
1417,2,1,2,5,5,5
1417,2,1,2,7,5,3
1417,2,1,3,10,5,5
1418,2,1,3,5,4,3
1419,2,1,2,5,6,3
1419,2,1,2,6,6,2
1419,2,1,4,2,6,3
1420,2,1,3,5,4,2
1421,2,1,2,5,2,1
1422,2,1,3,5,5,2
1423,2,1,2,5,7,3
1423,2,1,2,15,7,5
1423,2,1,3,11,7,5
1424,2,1,2,5,6,4
1425,2,1,2,2,5,2
1425,2,1,3,5,5,3
1426,2,1,3,3,4,5
1426,2,1,3,4,4,5
1426,2,1,3,5,4,5
1427,2,1,3,5,7,2
1428,2,1,2,5,6,2
1429,2,1,3,5,2,5
1430,2,1,2,5,1,5
1431,2,1,3,5,6,5
1432,2,1,2,9,5,5
1432,2,1,2,10,5,2
1432,2,1,2,28,5,3
1432,2,1,3,6,5,4
1432,2,1,3,7,5,3
1432,2,1,3,12,5,1
1432,2,1,3,27,5,5
1432,2,1,4,2,5,4
1432,2,1,4,3,5,4
1432,2,1,4,4,5,2
1433,2,1,2,4,7,5
1433,2,1,2,31,7,5
1433,2,1,3,15,7,5
1433,2,1,4,5,7,5
1434,2,1,2,4,7,1
1434,2,1,3,19,4,6
1435,2,1,2,4,5,2
1436,2,1,2,4,6,5
1437,2,1,2,4,5,3
1438,2,1,3,4,4,4
1439,2,1,3,4,7,2
1440,2,1,2,4,10,2
1441,2,1,3,3,4,2
1441,2,1,3,4,4,2
1442,2,1,4,2,4,5
1442,2,1,4,3,4,5
1442,2,1,4,4,4,5
1443,2,1,2,3,2,5
1443,2,1,3,18,2,5
1443,2,1,3,19,2,5
1443,2,1,3,26,2,5
1443,2,1,4,4,2,5
1443,2,1,4,15,2,5
1443,2,1,4,16,2,5
1443,2,1,4,25,2,5
1444,2,1,2,4,5,4
1445,2,1,3,4,4,2
1445,2,1,3,5,4,3
1445,2,1,3,6,4,1
1446,2,1,2,4,5,3
1446,2,1,2,5,5,2
1447,2,1,2,4,6,5
1447,2,1,2,5,6,4
1447,2,1,4,1,6,4
1448,2,1,2,32,5,5
1448,2,1,2,32,5,5
1448,2,1,3,32,5,5
1448,2,1,4,4,5,5
1448,2,1,6,32,5,5
1449,2,1,2,4,6,4
1450,2,1,2,4,5,2
1451,2,1,3,4,6,5
1452,2,1,2,4,5,4
1453,2,1,4,4,10,20
1454,2,1,3,32,4,5
1454,2,1,3,32,4,5
1454,2,1,3,32,4,5
1454,2,1,4,4,4,5
1455,2,1,2,4,9,4
1456,2,1,2,4,5,5
1456,2,1,4,3,6,5
1457,2,1,3,4,4,2
1457,2,1,3,11,4,1
1457,2,1,3,12,4,1
1458,2,1,2,4,7,5
1459,2,1,2,4,9,3
1460,2,1,3,4,7,3
1460,2,1,3,10,7,2
1461,2,1,2,3,5,5
1462,2,1,4,2,4,5
1462,2,1,4,3,4,5
1463,2,1,4,3,4,5
1463,2,1,4,4,4,5
1464,2,1,3,3,6,4
1464,2,1,3,6,6,3
1464,2,1,3,17,6,4
1464,2,1,3,18,6,3
1465,2,1,2,1,10,1
1465,2,1,2,3,10,2
1466,2,1,3,3,5,3
1467,2,1,4,3,4,4
1468,2,1,2,3,4,3
1469,2,1,2,1,3,4
1469,2,1,2,2,3,5
1469,2,1,2,3,3,4
1470,2,1,2,3,10,4
1471,2,1,4,3,4,3
1472,2,1,3,3,9,1
1473,2,1,2,3,6,3
1474,2,1,2,3,4,3
1475,2,1,2,17,4,1
1475,2,1,2,30,4,5
1475,2,1,3,6,4,5
1475,2,1,3,10,4,5
